Latitude (decimal degrees):	42.164
Longitude (decimal degrees):	19.648
Elevation (m):	447
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20230418:0710,511.55,34.59,11.9,0.76,0.0
20230418:0810,605.5,44.63,13.18,0.21,0.0
20230418:0910,456.27,52.94,14.23,0.69,0.0
20230418:1010,469.62,57.96,14.1,1.1,0.0
20230418:1110,594.78,58.02,13.12,1.24,0.0
20230418:1210,581.7,53.09,13.58,1.17,0.0
20230418:1310,409.44,44.84,12.7,0.62,0.0
20230418:1410,503.45,34.83,13.3,1.24,0.0
20230418:1510,116.01,24.0,12.77,1.1,0.0
20230418:1610,28.74,12.91,12.6,1.03,0.0
20230418:1710,0.87,1.91,12.0,0.62,0.0
20230418:1810,0.0,0.0,11.8,0.48,0.0
20230418:1910,0.0,0.0,12.25,0.48,0.0
20230418:2010,0.0,0.0,11.88,0.28,0.0
20230418:2110,0.0,0.0,11.37,0.28,0.0
20230418:2210,0.0,0.0,10.84,0.48,0.0
20230418:2310,0.0,0.0,10.48,0.69,0.0
20230419:0010,0.0,0.0,9.22,0.69,0.0
20230419:0110,0.0,0.0,10.08,0.62,0.0
20230419:0210,0.0,0.0,9.88,0.69,0.0
20230419:0310,0.0,0.0,9.44,0.69,0.0
20230419:0410,1.75,1.94,9.21,0.76,0.0
20230419:0510,62.96,12.93,9.1,0.76,0.0
20230419:0610,160.9,24.03,9.83,0.48,0.0
20230419:0710,568.0,34.87,11.52,0.28,0.0
20230419:0810,479.04,44.93,12.37,0.83,0.0
20230419:0910,284.52,53.27,13.15,1.24,0.0
20230419:1010,426.85,58.32,13.91,1.66,0.0
20230419:1110,416.86,58.36,13.31,1.79,0.0
20230419:1210,73.24,53.37,13.34,1.86,0.0
20230419:1310,230.55,45.07,13.3,1.72,0.0
20230419:1410,313.94,35.03,12.39,1.52,0.0
20230419:1510,207.71,24.19,12.21,1.1,0.0
20230419:1610,129.71,13.09,11.88,0.55,0.0
20230419:1710,2.62,2.1,11.5,0.76,0.0
20230419:1810,0.0,0.0,10.5,0.76,0.0
20230419:1910,0.0,0.0,11.27,0.55,0.0
20230419:2010,0.0,0.0,10.67,0.07,0.0
20230419:2110,0.0,0.0,9.85,0.41,0.0
20230419:2210,0.0,0.0,9.16,0.76,0.0
20230419:2310,0.0,0.0,6.7,1.1,0.0
20230420:0010,0.0,0.0,5.07,1.24,0.0
20230420:0110,0.0,0.0,4.51,1.31,0.0
20230420:0210,0.0,0.0,4.25,1.38,0.0
20230420:0310,0.0,0.0,3.73,1.45,0.0
20230420:0410,1.75,2.22,4.13,1.38,0.0
20230420:0510,83.07,13.2,5.47,1.24,0.0
20230420:0610,143.41,24.3,9.67,0.9,0.0
20230420:0710,576.85,35.15,11.82,0.0,0.0
20230420:0810,718.46,45.23,12.82,0.21,0.0
20230420:0910,703.33,53.6,13.72,0.55,0.0
20230420:1010,561.89,58.66,14.56,0.69,0.0
20230420:1110,285.33,58.68,15.46,1.17,0.0
20230420:1210,278.57,53.65,15.1,1.31,0.0
20230420:1310,408.64,45.3,15.07,1.24,0.0
20230420:1410,438.54,35.23,14.79,1.17,0.0
20230420:1510,232.9,24.38,13.99,1.03,0.0
20230420:1610,63.71,13.28,13.04,0.9,0.0
20230420:1710,0.87,2.3,12.51,0.76,0.0
20230420:1810,0.0,0.0,11.95,0.34,0.0
20230420:1910,0.0,0.0,12.61,0.28,0.0
20230420:2010,0.0,0.0,12.06,0.69,0.0
20230420:2110,0.0,0.0,11.52,0.97,0.0
20230420:2210,0.0,0.0,10.36,1.17,0.0
20230420:2310,0.0,0.0,9.3,1.24,0.0
20230421:0010,0.0,0.0,8.36,1.24,0.0
20230421:0110,0.0,0.0,7.68,1.31,0.0
20230421:0210,0.0,0.0,6.77,1.38,0.0
20230421:0310,0.0,0.0,5.66,1.45,0.0
20230421:0410,4.37,2.49,4.84,1.52,0.0
20230421:0510,64.71,13.46,5.51,1.38,0.0
20230421:0610,98.81,24.56,10.95,0.9,0.0
20230421:0710,616.25,35.43,13.66,0.62,0.0
20230421:0810,816.34,45.53,15.09,0.28,0.0
20230421:0910,957.31,53.93,16.05,0.41,0.0
20230421:1010,935.16,59.01,16.71,0.34,0.0
20230421:1110,822.35,59.01,17.22,0.48,0.0
20230421:1210,449.5,53.92,17.24,0.97,0.0
20230421:1310,579.78,45.52,17.14,1.31,0.0
20230421:1410,240.82,35.43,17.01,1.52,0.0
20230421:1510,357.53,24.56,16.52,1.38,0.0
20230421:1610,128.02,13.46,15.88,0.97,0.0
20230421:1710,6.12,2.49,14.92,0.69,0.0
20230421:1810,0.0,0.0,14.61,0.34,0.0
20230421:1910,0.0,0.0,14.82,0.76,0.0
20230421:2010,0.0,0.0,14.02,0.97,0.0
20230421:2110,0.0,0.0,12.24,1.24,0.0
20230421:2210,0.0,0.0,10.29,1.45,0.0
20230421:2310,0.0,0.0,9.11,1.59,0.0
20230422:0010,0.0,0.0,8.45,1.66,0.0
20230422:0110,0.0,0.0,7.65,1.72,0.0
20230422:0210,0.0,0.0,7.17,1.72,0.0
20230422:0310,0.0,0.0,6.55,1.79,0.0
20230422:0410,1.75,2.76,5.86,1.86,0.0
20230422:0510,76.08,13.72,6.81,1.79,0.0
20230422:0610,114.55,24.82,11.49,1.31,0.0
20230422:0710,600.43,35.7,14.01,1.17,0.0
20230422:0810,631.56,45.82,15.48,0.76,0.0
20230422:0910,453.9,54.25,16.6,0.21,0.0
20230422:1010,432.98,59.35,17.28,0.34,0.0
20230422:1110,762.9,59.33,17.79,0.76,0.0
20230422:1210,1002.15,54.19,17.68,1.1,0.0
20230422:1310,212.59,45.75,17.17,1.38,0.0
20230422:1410,628.79,35.62,15.62,1.17,0.0
20230422:1510,146.0,24.74,15.4,0.69,0.0
20230422:1610,14.83,13.64,15.56,0.21,0.0
20230422:1710,8.74,2.68,15.23,0.21,0.0
20230422:1810,0.0,0.0,14.48,0.55,0.0
20230422:1910,0.0,0.0,14.22,0.97,0.0
20230422:2010,0.0,0.0,13.57,1.03,0.0
20230422:2110,0.0,0.0,12.2,1.24,0.0
20230422:2210,0.0,0.0,10.85,1.38,0.0
20230422:2310,0.0,0.0,9.8,1.45,0.0
20230423:0010,0.0,0.0,8.81,1.52,0.0
20230423:0110,0.0,0.0,8.06,1.52,0.0
20230423:0210,0.0,0.0,7.69,1.52,0.0
20230423:0310,0.0,0.0,7.36,1.52,0.0
20230423:0410,2.62,3.02,6.95,1.59,0.0
20230423:0510,76.08,13.98,7.45,1.38,0.0
20230423:0610,140.79,25.08,12.21,0.83,0.0
20230423:0710,611.06,35.97,14.97,0.21,0.0
20230423:0810,812.69,46.1,16.07,0.97,0.0
20230423:0910,925.54,54.56,16.86,1.52,0.0
20230423:1010,1000.38,59.69,17.09,1.72,0.0
20230423:1110,1038.93,59.65,17.26,1.86,0.0
20230423:1210,977.08,54.46,17.45,2.07,0.0
20230423:1310,837.7,45.97,17.17,2.14,0.0
20230423:1410,592.31,35.82,16.65,2.07,0.0
20230423:1510,378.86,24.93,16.03,1.59,0.0
20230423:1610,134.03,13.82,15.38,1.17,0.0
20230423:1710,4.37,2.87,14.62,0.97,0.0
20230423:1810,0.0,0.0,13.69,0.69,0.0
20230423:1910,0.0,0.0,14.02,0.69,0.0
20230423:2010,0.0,0.0,13.61,0.69,0.0
20230423:2110,0.0,0.0,13.23,0.69,0.0
20230423:2210,0.0,0.0,12.97,0.69,0.0
20230423:2310,0.0,0.0,12.76,0.69,0.0
20230424:0010,0.0,0.0,12.64,0.76,0.0
20230424:0110,0.0,0.0,12.36,0.76,0.0
20230424:0210,0.0,0.0,12.1,0.9,0.0
20230424:0310,0.0,0.0,11.75,0.97,0.0
20230424:0410,7.87,3.28,11.5,1.03,0.0
20230424:0510,48.97,14.23,11.55,0.9,0.0
20230424:0610,145.16,25.33,12.08,0.34,0.0
20230424:0710,317.14,36.23,13.71,0.62,0.0
20230424:0810,129.79,46.39,14.3,0.76,0.0
20230424:0910,135.36,54.87,14.79,1.03,0.0
20230424:1010,155.75,60.02,15.27,1.38,0.0
20230424:1110,236.41,59.96,15.91,2.0,0.0
20230424:1210,127.94,54.73,16.36,2.9,0.0
20230424:1310,197.47,46.19,15.27,3.59,0.0
20230424:1410,106.62,36.01,13.43,2.97,0.0
20230424:1510,131.78,25.11,13.37,2.76,0.0
20230424:1610,14.83,14.0,12.25,2.41,0.0
20230424:1710,3.5,3.06,11.86,2.28,0.0
20230424:1810,0.0,0.0,11.57,2.0,0.0
20230424:1910,0.0,0.0,11.43,3.17,0.0
20230424:2010,0.0,0.0,11.14,3.03,0.0
20230424:2110,0.0,0.0,11.02,2.69,0.0
20230424:2210,0.0,0.0,10.94,2.21,0.0
20230424:2310,0.0,0.0,10.7,1.52,0.0
20230425:0010,0.0,0.0,10.5,0.83,0.0
20230425:0110,0.0,0.0,10.18,0.97,0.0
20230425:0210,0.0,0.0,10.01,1.03,0.0
20230425:0310,0.0,0.0,9.81,0.83,0.0
20230425:0410,1.75,3.53,9.87,1.03,0.0
20230425:0510,28.86,14.48,10.3,0.97,0.0
20230425:0610,159.15,25.58,11.02,1.38,0.0
20230425:0710,265.43,36.49,11.74,1.72,0.0
20230425:0810,293.01,46.66,12.19,2.0,0.0
20230425:0910,395.68,55.18,13.15,2.0,0.0
20230425:1010,153.9,60.35,13.6,1.93,0.0
20230425:1110,166.88,60.28,13.48,2.0,0.0
20230425:1210,225.29,54.99,14.49,2.28,0.0
20230425:1310,98.27,46.41,14.06,2.28,0.0
20230425:1410,58.41,36.2,13.42,2.07,0.0
20230425:1510,45.43,25.28,13.24,1.66,0.0
20230425:1610,78.42,14.18,12.12,0.76,0.0
20230425:1710,10.49,3.24,11.45,0.55,0.0
20230425:1810,0.0,0.0,10.89,0.76,0.0
20230425:1910,0.0,0.0,12.06,0.41,0.0
20230425:2010,0.0,0.0,11.63,0.34,0.0
20230425:2110,0.0,0.0,9.99,0.76,0.0
20230425:2210,0.0,0.0,9.65,0.69,0.0
20230425:2310,0.0,0.0,8.79,0.97,0.0
20230426:0010,0.0,0.0,9.22,1.03,0.0
20230426:0110,0.0,0.0,9.32,0.76,0.0
20230426:0210,0.0,0.0,9.24,0.83,0.0
20230426:0310,0.0,0.0,9.73,0.48,0.0
20230426:0410,4.37,3.78,9.33,0.69,0.0
20230426:0510,72.58,14.72,9.46,0.62,0.0
20230426:0610,169.65,25.83,10.05,0.55,0.0
20230426:0710,262.98,36.74,10.39,1.45,0.0
20230426:0810,769.45,46.94,10.14,1.59,0.0
20230426:0910,901.46,55.49,10.52,1.72,0.0
20230426:1010,795.4,60.68,11.27,1.79,0.0
20230426:1110,557.57,60.59,12.84,1.79,0.0
20230426:1210,351.65,55.25,14.14,1.52,0.0
20230426:1310,389.43,46.62,14.85,1.52,0.0
20230426:1410,212.58,36.39,15.02,1.59,0.0
20230426:1510,300.36,25.46,14.53,1.38,0.0
20230426:1610,124.22,14.36,13.9,0.83,0.0
20230426:1710,9.62,3.43,13.09,0.62,0.0
20230426:1810,0.0,0.0,11.56,0.97,0.0
20230426:1910,0.0,0.0,10.14,1.17,0.0
20230426:2010,0.0,0.0,10.11,1.24,0.0
20230426:2110,0.0,0.0,10.31,1.17,0.0
20230426:2210,0.0,0.0,9.89,1.24,0.0
20230426:2310,0.0,0.0,9.42,1.24,0.0
20230427:0010,0.0,0.0,9.14,1.24,0.0
20230427:0110,0.0,0.0,8.6,1.24,0.0
20230427:0210,0.0,0.0,7.05,1.38,0.0
20230427:0310,0.0,0.0,5.86,1.45,0.0
20230427:0410,18.36,4.03,4.96,1.52,0.0
20230427:0510,64.71,14.96,4.74,1.45,0.0
20230427:0610,97.94,26.06,8.89,1.31,0.0
20230427:0710,645.04,36.99,10.29,1.66,0.0
20230427:0810,844.27,47.21,11.5,1.79,0.0
20230427:0910,1001.23,55.78,12.8,1.86,0.0
20230427:1010,1075.46,61.0,14.07,2.0,0.0
20230427:1110,1066.92,60.89,15.44,2.07,0.0
20230427:1210,937.35,55.5,15.98,2.07,0.0
20230427:1310,806.75,46.84,16.23,2.0,0.0
20230427:1410,372.05,36.58,16.03,2.14,0.0
20230427:1510,289.21,25.64,15.46,1.93,0.0
20230427:1610,134.88,14.54,14.82,1.38,0.0
20230427:1710,14.87,3.62,13.63,0.76,0.0
20230427:1810,0.0,0.0,13.5,0.76,0.0
20230427:1910,0.0,0.0,12.99,0.69,0.0
20230427:2010,0.0,0.0,12.49,1.03,0.0
20230427:2110,0.0,0.0,11.84,1.24,0.0
20230427:2210,0.0,0.0,10.27,1.38,0.0
20230427:2310,0.0,0.0,9.35,1.45,0.0
20230428:0010,0.0,0.0,8.63,1.52,0.0
20230428:0110,0.0,0.0,7.99,1.52,0.0
20230428:0210,0.0,0.0,7.07,1.52,0.0
20230428:0310,0.0,0.0,5.85,1.66,0.0
20230428:0410,20.11,4.27,5.04,1.66,0.0
20230428:0510,66.46,15.2,4.95,1.59,0.0
20230428:0610,101.44,26.3,9.45,1.38,0.0
20230428:0710,633.54,37.23,11.23,1.59,0.0
20230428:0810,822.46,47.47,12.57,1.79,0.0
20230428:0910,982.26,56.08,13.83,1.24,0.0
20230428:1010,1059.89,61.32,14.93,0.34,0.0
20230428:1110,1069.46,61.19,15.8,0.28,0.0
20230428:1210,992.58,55.75,16.47,0.69,0.0
20230428:1310,765.51,47.05,16.85,1.17,0.0
20230428:1410,420.87,36.76,16.59,1.59,0.0
20230428:1510,198.43,25.81,15.82,1.59,0.0
20230428:1610,97.42,14.71,14.72,1.17,0.0
20230428:1710,13.12,3.8,13.73,0.9,0.0
20230428:1810,0.0,0.0,13.34,0.55,0.0
20230428:1910,0.0,0.0,13.07,0.21,0.0
20230428:2010,0.0,0.0,12.8,0.55,0.0
20230428:2110,0.0,0.0,12.46,0.76,0.0
20230428:2210,0.0,0.0,12.15,0.9,0.0
20230428:2310,0.0,0.0,12.0,0.76,0.0
20230429:0010,0.0,0.0,11.89,0.28,0.0
20230429:0110,0.0,0.0,11.83,0.14,0.0
20230429:0210,0.0,0.0,11.8,0.28,0.0
20230429:0310,0.0,0.0,11.58,0.34,0.0
20230429:0410,18.36,4.51,11.37,0.62,0.0
20230429:0510,44.6,15.43,11.38,0.76,0.0
20230429:0610,167.02,26.53,12.66,0.48,0.0
20230429:0710,607.25,37.47,13.92,0.69,0.0
20230429:0810,479.57,47.73,14.65,1.1,0.0
20230429:0910,869.75,56.37,15.53,1.45,0.0
20230429:1010,155.75,61.63,16.09,1.72,0.0
20230429:1110,318.94,61.49,16.39,1.86,0.0
20230429:1210,280.85,56.0,15.78,1.79,0.0
20230429:1310,419.78,47.25,14.98,1.38,0.0
20230429:1410,73.24,36.94,14.36,1.45,0.0
20230429:1510,54.7,25.99,13.41,1.17,0.0
20230429:1610,83.82,14.89,12.78,1.17,0.0
20230429:1710,13.12,3.99,12.14,0.9,0.0
20230429:1810,0.0,0.0,11.58,0.76,0.0
20230429:1910,0.0,0.0,13.28,0.83,0.0
20230429:2010,0.0,0.0,13.27,0.21,0.0
20230429:2110,0.0,0.0,13.03,0.48,0.0
20230429:2210,0.0,0.0,12.63,0.69,0.0
20230429:2310,0.0,0.0,12.14,0.83,0.0
20230430:0010,0.0,0.0,11.74,0.9,0.0
20230430:0110,0.0,0.0,11.57,0.97,0.0
20230430:0210,0.0,0.0,11.5,1.03,0.0
20230430:0310,0.0,0.0,11.18,1.1,0.0
20230430:0410,3.5,4.74,9.34,1.24,0.0
20230430:0510,94.44,15.65,9.25,1.17,0.0
20230430:0610,106.68,26.75,13.13,0.62,0.0
20230430:0710,616.38,37.7,14.88,0.28,0.0
20230430:0810,814.31,47.98,16.03,0.55,0.0
20230430:0910,948.49,56.65,17.08,0.62,0.0
20230430:1010,853.38,61.94,17.87,0.48,0.0
20230430:1110,763.01,61.78,18.17,0.76,0.0
20230430:1210,434.44,56.25,18.71,0.83,0.0
20230430:1310,274.33,47.46,18.84,1.1,0.0
20230430:1410,405.58,37.13,18.24,1.31,0.0
20230430:1510,244.44,26.16,16.99,1.1,0.0
20230430:1610,111.11,15.06,16.22,1.17,0.0
20230430:1710,18.36,4.17,15.2,0.55,0.0
20230430:1810,0.0,0.0,14.86,0.41,0.0
20230430:1910,0.0,0.0,14.97,0.34,0.0
20230430:2010,0.0,0.0,14.58,0.76,0.0
20230430:2110,0.0,0.0,13.78,1.1,0.0
20230430:2210,0.0,0.0,12.54,1.31,0.0
20230430:2310,0.0,0.0,11.84,1.38,0.0
20230501:0010,0.0,0.0,11.27,1.38,0.0
20230501:0110,0.0,0.0,9.85,1.52,0.0
20230501:0210,0.0,0.0,8.85,1.72,0.0
20230501:0310,0.0,0.0,8.5,1.79,0.0
20230501:0410,20.11,4.97,8.34,1.86,0.0
20230501:0510,99.69,15.87,10.13,1.79,0.0
20230501:0610,122.42,26.98,12.62,1.79,0.0
20230501:0710,609.46,37.93,15.25,1.79,0.0
20230501:0810,696.39,48.23,16.94,2.0,0.0
20230501:0910,942.65,56.93,18.14,1.93,0.0
20230501:1010,990.53,62.25,19.05,1.79,0.0
20230501:1110,708.69,62.07,19.48,1.24,0.0
20230501:1210,579.42,56.49,19.32,0.76,0.0
20230501:1310,137.21,47.66,19.15,0.69,0.0
20230501:1410,119.6,37.31,18.72,0.76,0.0
20230501:1510,224.12,26.33,18.16,0.69,0.0
20230501:1610,110.25,15.23,16.71,0.28,0.0
20230501:1710,13.99,4.35,16.13,0.41,0.0
20230501:1810,0.0,0.0,15.17,0.62,0.0
20230501:1910,0.0,0.0,13.21,1.38,0.0
20230501:2010,0.0,0.0,12.51,1.03,0.0
20230501:2110,0.0,0.0,13.31,0.62,0.0
20230501:2210,0.0,0.0,12.57,0.83,0.0
20230501:2310,0.0,0.0,13.15,0.83,0.0
20230502:0010,0.0,0.0,13.47,0.48,0.0
20230502:0110,0.0,0.0,13.57,0.41,0.0
20230502:0210,0.0,0.0,13.55,0.55,0.0
20230502:0310,0.0,0.0,13.32,0.69,0.0
20230502:0410,6.12,5.2,12.8,0.9,0.0
20230502:0510,27.98,16.09,12.09,1.03,0.0
20230502:0610,48.1,27.19,13.68,1.03,0.0
20230502:0710,0.0,0.0,15.18,0.97,0.0
20230502:0810,182.64,48.47,16.42,0.69,0.0
20230502:0910,244.76,57.2,17.43,1.1,0.0
20230502:1010,389.13,62.55,17.93,1.52,0.0
20230502:1110,320.7,62.36,18.59,1.59,0.0
20230502:1210,380.96,56.73,19.37,1.17,0.0
20230502:1310,613.42,47.86,19.55,0.62,0.0
20230502:1410,405.02,37.48,19.48,0.48,0.0
20230502:1510,266.8,26.5,19.13,0.69,0.0
20230502:1610,51.92,15.4,18.52,0.48,0.0
20230502:1710,14.87,4.54,18.06,0.41,0.0
20230502:1810,0.0,0.0,17.79,0.55,0.0
20230502:1910,0.0,0.0,16.93,0.41,0.0
20230502:2010,0.0,0.0,16.29,0.41,0.0
20230502:2110,0.0,0.0,15.41,0.55,0.0
20230502:2210,0.0,0.0,13.63,0.97,0.0
20230502:2310,0.0,0.0,12.28,1.38,0.0
20230503:0010,0.0,0.0,12.51,1.52,0.0
20230503:0110,0.0,0.0,11.76,1.59,0.0
20230503:0210,0.0,0.0,12.11,1.66,0.0
20230503:0310,0.0,0.0,11.51,1.72,0.0
20230503:0410,26.23,5.42,11.1,1.79,0.0
20230503:0510,104.94,16.3,11.77,1.72,0.0
20230503:0610,88.32,27.4,13.35,1.79,0.0
20230503:0710,263.39,38.37,14.87,2.0,0.0
20230503:0810,450.67,48.71,15.28,2.0,0.0
20230503:0910,287.29,57.47,16.1,1.86,0.0
20230503:1010,206.74,62.84,16.99,2.0,0.0
20230503:1110,372.29,62.64,17.95,1.86,0.0
20230503:1210,215.09,56.97,18.35,1.52,0.0
20230503:1310,337.4,48.06,18.25,1.1,0.0
20230503:1410,364.84,37.66,17.11,0.97,0.0
20230503:1510,129.78,26.67,16.07,0.83,0.0
20230503:1610,78.01,15.57,15.69,0.28,0.0
20230503:1710,4.37,4.72,15.14,0.55,0.0
20230503:1810,0.0,0.0,13.89,0.83,0.0
20230503:1910,0.0,0.0,12.1,1.1,0.0
20230503:2010,0.0,0.0,11.63,1.24,0.0
20230503:2110,0.0,0.0,11.43,1.24,0.0
20230503:2210,0.0,0.0,10.98,1.31,0.0
20230503:2310,0.0,0.0,10.53,1.38,0.0
20230504:0010,0.0,0.0,10.62,1.45,0.0
20230504:0110,0.0,0.0,9.43,1.52,0.0
20230504:0210,0.0,0.0,9.07,1.52,0.0
20230504:0310,0.0,0.0,8.92,1.52,0.0
20230504:0410,29.73,5.63,8.93,1.59,0.0
20230504:0510,96.19,16.51,11.28,1.52,0.0
20230504:0610,144.29,27.61,13.28,1.45,0.0
20230504:0710,457.68,38.58,14.34,1.66,0.0
20230504:0810,278.83,48.94,15.77,2.07,0.0
20230504:0910,882.06,57.73,17.04,2.14,0.0
20230504:1010,1024.56,63.13,18.08,1.66,0.0
20230504:1110,539.78,62.92,18.35,1.24,0.0
20230504:1210,627.01,57.2,19.0,1.1,0.0
20230504:1310,259.56,48.26,18.77,0.55,0.0
20230504:1410,393.56,37.83,17.92,0.83,0.0
20230504:1510,76.95,26.84,17.55,1.38,0.0
20230504:1610,129.9,15.74,17.16,1.03,0.0
20230504:1710,23.61,4.89,16.47,1.03,0.0
20230504:1810,0.0,0.0,14.5,1.24,0.0
20230504:1910,0.0,0.0,12.83,1.66,0.0
20230504:2010,0.0,0.0,11.48,1.79,0.0
20230504:2110,0.0,0.0,10.62,1.66,0.0
20230504:2210,0.0,0.0,9.74,1.72,0.0
20230504:2310,0.0,0.0,9.37,1.86,0.0
20230505:0010,0.0,0.0,9.1,1.93,0.0
20230505:0110,0.0,0.0,8.89,1.93,0.0
20230505:0210,0.0,0.0,8.8,1.93,0.0
20230505:0310,0.0,0.0,8.46,1.93,0.0
20230505:0410,28.86,5.84,8.64,2.0,0.0
20230505:0510,71.71,16.71,10.25,2.07,0.0
20230505:0610,99.69,27.81,12.21,2.21,0.0
20230505:0710,630.65,38.79,14.57,2.28,0.0
20230505:0810,826.38,49.16,16.27,2.76,0.0
20230505:0910,976.86,57.99,17.54,2.83,0.0
20230505:1010,1051.65,63.42,18.69,2.83,0.0
20230505:1110,1054.81,63.19,19.48,2.62,0.0
20230505:1210,967.81,57.43,19.82,2.48,0.0
20230505:1310,830.97,48.45,20.32,2.28,0.0
20230505:1410,620.14,38.01,20.19,1.38,0.0
20230505:1510,385.72,27.0,19.69,0.97,0.0
20230505:1610,149.37,15.91,18.98,0.62,0.0
20230505:1710,23.61,5.07,17.64,0.76,0.0
20230505:1810,0.0,0.0,16.42,0.9,0.0
20230505:1910,0.0,0.0,16.17,1.1,0.0
20230505:2010,0.0,0.0,15.34,1.24,0.0
20230505:2110,0.0,0.0,14.33,1.38,0.0
20230505:2210,0.0,0.0,13.33,1.52,0.0
20230505:2310,0.0,0.0,12.41,1.52,0.0
20230506:0010,0.0,0.0,11.61,1.59,0.0
20230506:0110,0.0,0.0,10.77,1.66,0.0
20230506:0210,0.0,0.0,9.88,1.79,0.0
20230506:0310,0.0,0.0,8.95,1.86,0.0
20230506:0410,30.61,6.05,8.23,1.93,0.0
20230506:0510,73.45,16.91,10.14,1.72,0.0
20230506:0610,104.06,28.0,14.9,1.38,0.0
20230506:0710,630.24,38.99,17.2,1.38,0.0
20230506:0810,815.81,49.38,18.57,1.59,0.0
20230506:0910,974.94,58.24,19.63,1.66,0.0
20230506:1010,1043.82,63.7,20.59,1.66,0.0
20230506:1110,1045.86,63.46,21.16,1.31,0.0
20230506:1210,965.85,57.66,21.53,0.76,0.0
20230506:1310,824.75,48.64,21.62,0.48,0.0
20230506:1410,615.57,38.18,21.35,0.41,0.0
20230506:1510,385.44,27.17,20.68,0.69,0.0
20230506:1610,149.36,16.08,19.88,0.62,0.0
20230506:1710,25.36,5.25,18.92,0.48,0.0
20230506:1810,0.0,0.0,18.57,0.34,0.0
20230506:1910,0.0,0.0,18.2,0.83,0.0
20230506:2010,0.0,0.0,17.39,1.1,0.0
20230506:2110,0.0,0.0,15.93,1.24,0.0
20230506:2210,0.0,0.0,14.61,1.45,0.0
20230506:2310,0.0,0.0,13.66,1.45,0.0
20230507:0010,0.0,0.0,13.31,1.38,0.0
20230507:0110,0.0,0.0,13.48,1.24,0.0
20230507:0210,0.0,0.0,13.59,1.17,0.0
20230507:0310,0.0,0.0,13.73,1.1,0.0
20230507:0410,31.48,6.25,13.59,1.17,0.0
20230507:0510,79.58,17.1,13.48,0.97,0.0
20230507:0610,112.81,28.19,16.39,0.41,0.0
20230507:0710,616.73,39.19,18.26,0.62,0.0
20230507:0810,807.68,49.6,19.26,1.17,0.0
20230507:0910,959.56,58.48,19.99,1.59,0.0
20230507:1010,1027.06,63.98,20.18,1.79,0.0
20230507:1110,1034.85,63.73,20.6,1.86,0.0
20230507:1210,933.18,57.88,20.77,1.86,0.0
20230507:1310,797.99,48.83,20.23,1.59,0.0
20230507:1410,596.12,38.35,20.31,1.45,0.0
20230507:1510,369.32,27.33,19.49,1.38,0.0
20230507:1610,133.61,16.24,18.89,0.76,0.0
20230507:1710,8.74,5.42,18.18,0.9,0.0
20230507:1810,0.0,0.0,17.08,0.69,0.0
20230507:1910,0.0,0.0,17.27,0.48,0.0
20230507:2010,0.0,0.0,16.86,0.34,0.0
20230507:2110,0.0,0.0,16.52,0.55,0.0
20230507:2210,0.0,0.0,16.15,0.76,0.0
20230507:2310,0.0,0.0,15.77,0.83,0.0
20230508:0010,0.0,0.0,15.47,0.83,0.0
20230508:0110,0.0,0.0,15.22,0.76,0.0
20230508:0210,0.0,0.0,15.15,0.62,0.0
20230508:0310,0.0,0.0,15.13,0.55,0.0
20230508:0410,34.98,6.44,14.77,0.97,0.0
20230508:0510,98.81,17.29,14.52,0.9,0.0
20230508:0610,138.16,28.38,16.42,0.28,0.0
20230508:0710,608.46,39.38,17.83,0.21,0.0
20230508:0810,710.38,49.81,19.16,0.83,0.0
20230508:0910,877.74,58.72,20.14,1.24,0.0
20230508:1010,840.14,64.25,20.62,1.59,0.0
20230508:1110,817.68,63.99,20.86,1.86,0.0
20230508:1210,769.16,58.1,21.0,2.0,0.0
20230508:1310,762.81,49.01,20.67,1.93,0.0
20230508:1410,538.34,38.51,20.35,1.79,0.0
20230508:1510,214.07,27.49,19.8,1.52,0.0
20230508:1610,81.66,16.41,18.96,0.83,0.0
20230508:1710,24.48,5.59,17.97,0.34,0.0
20230508:1810,0.0,0.0,17.28,0.55,0.0
20230508:1910,0.0,0.0,17.21,0.14,0.0
20230508:2010,0.0,0.0,16.82,0.28,0.0
20230508:2110,0.0,0.0,16.22,0.76,0.0
20230508:2210,0.0,0.0,14.24,1.17,0.0
20230508:2310,0.0,0.0,13.81,1.17,0.0
20230509:0010,0.0,0.0,13.35,1.31,0.0
20230509:0110,0.0,0.0,12.99,1.52,0.0
20230509:0210,0.0,0.0,13.14,1.79,0.0
20230509:0310,0.0,0.0,12.94,1.93,0.0
20230509:0410,18.36,6.63,12.69,1.93,0.0
20230509:0510,77.83,17.47,13.19,2.0,0.0
20230509:0610,192.38,28.56,13.94,2.14,0.0
20230509:0710,421.04,39.57,15.69,2.48,0.0
20230509:0810,659.64,50.01,16.66,2.62,0.0
20230509:0910,425.3,58.96,16.95,2.62,0.0
20230509:1010,501.86,64.51,17.39,2.48,0.0
20230509:1110,523.9,64.25,17.27,2.0,0.0
20230509:1210,436.4,58.32,17.51,1.86,0.0
20230509:1310,319.96,49.19,17.64,1.72,0.0
20230509:1410,319.6,38.68,17.1,1.52,0.0
20230509:1510,308.86,27.65,16.6,1.38,0.0
